UTC:,2022-07-12 00:55:05.858986
1657587307.1168199,21780,1362,1347,1368,21913,22042,22039,22040,22040,22040,22035,22041,22044,22042,22035,22731,
1657587307.1168199,A
1657587307.1224086,21784,1364,1347,1368,21905,22036,22042,22043,22042,22039,22036,22033,22040,22042,22037,21967,
1657587307.1224086,A
1657587307.1333585,21778,1363,1347,1368,21909,22036,22042,22041,22042,22039,22041,22038,22041,22042,22027,21960,
1657587307.1333585,A
1657587307.1395476,21770,1364,1348,1367,21910,22038,22035,22035,22042,22037,22039,22039,22040,22039,22728,21965,
1657587307.1395476,A
1657587307.1499183,21778,1364,1347,1369,21907,22043,22040,22036,22039,22038,22037,22035,22035,22036,22035,21966,
1657587307.1499183,A
1657587307.1551316,21775,1364,1349,1367,21910,22039,22038,22037,22041,22037,22039,22042,22040,22032,22028,21958,
1657587307.1551316,A
1657587307.166496,21779,1365,1348,1369,21907,22038,22035,22035,22033,22041,22034,22033,22035,22030,22037,21958,
1657587307.166496,A
1657587307.1721225,21780,1364,1347,1367,21907,22073,22037,22036,22037,22037,22035,22037,22036,22033,22030,21961,
1657587307.1721225,A
1657587307.1831393,22433,1362,1347,1367,21907,22042,22038,22042,22039,22031,22037,22038,22038,22038,22036,21964,
1657587307.1831393,A
1657587307.188511,21775,1364,1347,1368,21912,22044,22044,22043,22040,22036,22040,22035,22038,22038,22035,21963,
1657587307.188511,A
1657587307.1991403,21772,1364,1349,1368,22691,22042,22034,22037,22035,22036,22033,22035,22038,22039,22033,22122,
1657587307.1991403,A
1657587307.2101133,21778,1364,1348,1367,21909,22044,22041,22038,22042,22037,22035,22039,22039,22036,22040,21969,
1657587307.2101133,A
1657587307.2158902,21774,1362,1347,1368,21906,22045,22044,22034,22036,22040,22041,22039,22035,22034,22033,21961,
1657587307.2158902,A
1657587307.2274704,21772,1364,1347,1368,21907,22039,22037,22035,22035,22041,22041,22038,22034,22042,22036,21966,
1657587307.2274704,A
1657587307.23302,21778,1364,1347,1368,21906,22036,22232,22035,22034,22036,22036,22037,22035,22035,22027,21962,
1657587307.23302,A
1657587307.244245,21772,1363,1346,1367,21910,22043,22042,22038,22039,22035,22036,22035,22035,22033,22029,21968,
1657587307.244245,A
1657587307.2494628,21779,1364,1346,1367,21913,22044,22042,22034,22037,22032,22040,22042,22042,22032,22030,21964,
1657587307.2494628,A
1657587307.2607977,21779,1362,1348,1368,21913,22671,22040,22038,22037,22033,22035,22038,22036,22032,22033,21962,
1657587307.2607977,A
1657587307.2665188,21794,1361,1348,1369,21907,22038,22036,22035,22035,22042,22037,22036,22035,22034,22031,21963,
1657587307.2665188,A
1657587307.2768207,21781,1364,1347,1367,21908,22036,22036,22034,22034,22033,22035,22035,22036,22033,22028,21968,
1657587307.2768207,A
1657587307.2834153,21775,1362,1347,1368,22064,22039,22037,22036,22036,22035,22035,22039,22037,22038,22033,21965,
1657587307.2834153,A
1657587307.2945018,21772,1364,1346,1368,21911,22041,22040,22163,22040,22035,22038,22038,22032,22035,22030,21963,
1657587307.2945018,A
1657587307.2999434,21772,1362,1348,1369,21912,22042,22042,22035,22036,22032,22033,22032,22035,22033,22029,21960,
1657587307.2999434,A
1657587307.3106372,21772,1362,1348,1368,21914,22037,22035,22034,22045,22041,22033,22035,22035,22035,22032,21960,
1657587307.3106372,A
1657587307.3168042,21778,1363,1347,1367,21910,22039,22806,22035,22042,22039,22041,22032,22032,22032,22028,21967,
1657587307.3168042,A
1657587307.3278635,21779,1362,1348,1368,21912,22045,22039,22040,22039,22822,22040,22040,22039,22035,22036,21963,
1657587307.3278635,A
1657587307.3333855,21775,1364,1348,1370,21910,22041,22041,22039,22039,22035,22039,22039,22038,22038,22032,21968,
1657587307.3389697,A
1657587307.3443182,21773,1365,1347,1368,21907,22103,22042,22040,22042,22032,22033,22035,22041,22032,22027,21968,
1657587307.3443182,A
1657587307.355855,21775,1363,1347,1368,21907,22037,22034,22039,22209,22032,22035,22035,22037,22035,22029,21960,
1657587307.355855,A
1657587307.3604517,21770,1363,1347,1368,21907,22041,22038,22035,22033,22031,22033,22034,22031,22032,22029,21958,
1657587307.3604517,A
1657587307.3724067,21780,1364,1349,1368,22325,22041,22035,22035,22042,22042,22034,22037,22037,22036,22031,21967,
1657587307.3724067,A
1657587307.3776517,21772,1362,1347,1369,21904,22036,22042,22702,22043,22038,22037,22040,22037,22036,22032,21960,
1657587307.3776517,A
1657587307.3890789,21771,1363,1347,1368,21913,22037,22044,22041,22044,22038,22825,22042,22038,22039,22036,21966,
1657587307.3890789,A
1657587307.3942585,21776,1364,1348,1367,21913,22043,22042,22041,22041,22036,22036,22030,22041,22041,22036,21968,
1657587307.3942585,A
1657587307.405733,21777,1364,1347,1369,21911,22041,22101,22036,22034,22032,22031,22035,22033,22034,22029,21958,
1657587307.405733,A
1657587307.4107342,21780,1363,1347,1367,21906,22044,22035,22032,22033,22041,22034,22033,22035,22032,22028,21958,
1657587307.4107342,A
1657587307.4224584,21778,1363,1348,1367,21910,22039,22038,22035,22036,22035,22037,22036,22037,22034,22032,21962,
1657587307.4224584,A
1657587307.4275048,21780,1364,1348,1368,21907,22206,22037,22042,22037,22033,22042,22042,22041,22032,22029,21960,
1657587307.4275048,A
1657587307.4384727,21772,1364,1349,1369,21909,22040,22036,22037,22618,22039,22035,22035,22035,22036,22029,21968,
1657587307.4384727,A
1657587307.4446757,21776,1364,1346,1368,21907,22036,22044,22039,22042,22038,22038,22732,22042,22041,22035,21965,
1657587307.4446757,A
1657587307.4556706,21781,1364,1346,1368,21911,22045,22043,22033,22041,22036,22036,22040,22039,22040,22034,21962,
1657587307.4556706,A
1657587307.4606576,21774,1363,1348,1367,21915,22035,22037,22073,22042,22042,22030,22041,22042,22041,22036,21966,
1657587307.4606576,A
1657587307.4718573,21778,1364,1346,1369,21913,22044,22044,22040,22040,22039,22039,22033,22037,22036,22034,21963,
1657587307.4718573,A
1657587307.483151,21772,1364,1346,1368,21903,22038,22035,22036,22037,22033,22032,22042,22035,22038,22029,21961,
1657587307.483151,A
1657587307.4885254,21781,1362,1347,1368,21912,22037,22028,22033,22034,22029,22033,22034,22031,22040,22037,21965,
1657587307.4885254,A
1657587307.4997406,21776,1364,1348,1367,21903,22037,22038,22035,22035,22794,22033,22031,22039,22034,22032,21964,
1657587307.4997406,A
1657587307.5058577,21775,1364,1348,1368,21910,22040,22040,22041,22039,22035,22035,22037,22727,22038,22035,21965,
1657587307.5058577,A
1657587307.5164542,21775,1364,1347,1369,21909,22039,22042,22039,22042,22036,22035,22036,22039,22040,22035,21968,
1657587307.5164542,A
1657587307.5220952,21777,1364,1347,1368,21911,22039,22039,22037,22364,22036,22035,22038,22038,22035,22032,21964,
1657587307.5220952,A
1657587307.5329845,21775,1364,1348,1367,21910,22045,22041,22039,22038,22035,22036,22143,22036,22034,22030,21958,
1657587307.5329845,A
1657587307.5389545,21772,1363,1347,1368,21912,22039,22037,22036,22036,22038,22036,22035,22033,22034,22124,21961,
1657587307.5389545,A
1657587307.549965,21774,1364,1348,1367,21907,22041,22039,22038,22040,22034,22035,22037,22036,22036,22034,21961,
1657587307.549965,A
1657587307.555594,21772,1362,1348,1368,21910,22040,22035,22035,22035,22032,22705,22037,22035,22034,22028,21962,
1657587307.555594,A
1657587307.5661755,21772,1364,1348,1367,21908,22041,22043,22038,22040,22034,22035,22038,22038,22830,22036,21966,
1657587307.5661755,A
1657587307.5721152,21773,1363,1348,1368,21907,22036,22042,22044,22034,22039,22032,22031,22032,22030,22036,21966,
1657587307.5721152,A
1657587307.5830858,21774,1364,1348,1368,21906,22035,22035,22040,22039,22225,22039,22031,22032,22041,22029,21957,
1657587307.5830858,A
1657587307.5890698,21781,1364,1347,1368,21911,22044,22039,22042,22042,22032,22042,22042,22055,22037,22036,21969,
1657587307.5890698,A
1657587307.5990715,21775,1364,1347,1368,21907,22038,22038,22037,22039,22039,22039,22032,22033,22033,22028,22165,
1657587307.5990715,A
1657587307.6060245,21781,1364,1347,1368,21905,22038,22036,22037,22039,22034,22035,22032,22032,22034,22033,21966,
1657587307.6100423,A
1657587307.6160278,21778,1364,1347,1368,21903,22036,22035,22032,22041,22039,22039,22527,22041,22042,22028,21958,
1657587307.6160278,A
1657587307.626969,21778,1363,1347,1369,21913,22045,22036,22043,22035,22030,22033,22032,22035,22034,22515,21961,
1657587307.626969,A
1657587307.632959,21772,1364,1349,1370,21907,22036,22037,22035,22035,22031,22031,22034,22033,22032,22030,21960,
1657587307.632959,A
1657587307.6439517,21772,1364,1347,1368,21905,22045,22044,22033,22035,22033,22190,22036,22035,22033,22037,21967,
1657587307.6439517,A
1657587307.6499069,21776,1363,1348,1368,21913,22042,22045,22035,22032,22034,22032,22036,22030,22177,22033,21962,
1657587307.6499069,A
1657587307.6608775,21771,1362,1347,1368,21905,22038,22043,22035,22033,22032,22032,22030,22030,22032,22027,21958,
1657587307.6608775,A
1657587307.66653,21888,1364,1347,1368,21907,22045,22036,22033,22034,22039,22033,22040,22042,22041,22036,21968,
1657587307.66653,A
1657587307.6776721,21778,1362,1348,1369,21911,22036,22042,22042,22042,22040,22031,22034,22201,22042,22029,21968,
1657587307.6776721,A
1657587307.6829705,21779,1363,1348,1368,21905,22041,22038,22039,22042,22035,22035,22033,22034,22033,22033,22770,
1657587307.6829705,A
1657587307.6939442,21783,1363,1347,1368,21914,22035,22037,22036,22042,22036,22034,22035,22037,22030,22027,21966,
1657587307.6939442,A
1657587307.6998105,21778,1363,1346,1369,21910,22036,22034,22033,22033,22033,22035,22158,22042,22041,22030,21960,
1657587307.6998105,A
1657587307.71045,21781,1364,1346,1367,21907,22041,22035,22033,22033,22030,22035,22034,22033,22032,22122,21961,
1657587307.71045,A
1657587307.716804,21768,1364,1348,1368,21904,22045,22042,22036,22034,22031,22040,22033,22032,22031,22029,21958,
1657587307.716804,A
1657587307.7276344,21779,1362,1347,1369,21912,22042,22035,22035,22036,22036,22042,22035,22036,22038,22036,21967,
1657587307.7276344,A
1657587307.7329528,21776,1363,1346,1368,21907,22043,22038,22039,22039,22036,22038,22037,22036,22457,22034,21965,
1657587307.7329528,A
1657587307.744069,21776,1364,1347,1367,21911,22044,22042,22032,22035,22030,22035,22032,22033,22041,22032,21958,
1657587307.744069,A
1657587307.755726,22441,1362,1348,1370,21904,22047,22044,22041,22044,22035,22029,22031,22042,22030,22027,21960,
1657587307.755726,A
1657587307.7604978,21778,1364,1348,1368,21906,22039,22039,22038,22035,22031,22034,22036,22033,22035,22029,21961,
1657587307.7604978,A
1657587307.7724173,21779,1364,1347,1370,22720,22037,22044,22034,22033,22041,22040,22034,22033,22035,22030,22311,
1657587307.7724173,A
1657587307.7776134,21780,1363,1348,1367,21903,22046,22043,22040,22044,22032,22029,22033,22033,22032,22034,21967,
1657587307.7776134,A
1657587307.7889657,21780,1363,1347,1368,21915,22045,22046,22035,22035,22035,22042,22040,22036,22035,22029,21963,
1657587307.7889657,A
1657587307.7942362,21775,1363,1347,1367,21909,22038,22036,22034,22035,22033,22032,22035,22032,22031,22198,21958,
1657587307.7942362,A
1657587307.805789,21781,1362,1348,1368,21907,22039,22037,22042,22042,22043,22042,22040,22033,22033,22030,21958,
1657587307.805789,A
1657587307.810955,21780,1363,1348,1368,21910,22047,22034,22037,22036,22036,22035,22034,22038,22035,22032,21961,
1657587307.810955,A
1657587307.8224866,21780,1364,1347,1367,21913,22045,22042,22041,22039,22039,22032,22043,22042,22036,22037,21958,
1657587307.8224866,A
1657587307.8277957,21778,1364,1347,1367,21907,22732,22039,22038,22035,22033,22035,22035,22036,22033,22035,21961,
1657587307.8277957,A
1657587307.8391514,21865,1362,1347,1368,21906,22041,22036,22034,22034,22032,22032,22033,22037,22036,22033,21961,
1657587307.8391514,A
1657587307.844234,21772,1364,1347,1368,21905,22036,22035,22041,22036,22031,22035,22034,22040,22032,22032,21963,
1657587307.844234,A
1657587307.8557012,21774,1364,1347,1369,21954,22047,22043,22042,22033,22032,22035,22031,22032,22035,22031,22126,
1657587307.8557012,A
1657587307.8610826,21783,1364,1348,1368,21908,22039,22038,22045,22036,22034,22034,22032,22041,22033,22031,21959,
1657587307.8610826,A
1657587307.8723335,21778,1362,1348,1367,21905,22038,22037,22039,22034,22035,22034,22035,22035,22032,22038,21967,
1657587307.8723335,A
1657587307.8782034,21780,1362,1346,1368,21905,22045,22033,22034,22041,22031,22034,22032,22039,22034,22033,21966,
1657587307.883091,A
1657587307.8884635,21772,1364,1347,1368,21909,22041,22737,22036,22035,22033,22031,22032,22035,22037,22032,21961,
1657587307.8884635,A
1657587307.9000244,21772,1364,1347,1368,21908,22040,22037,22039,22036,22033,22032,22041,22032,22033,22029,21959,
1657587307.9000244,A
1657587307.9058187,21778,1364,1348,1367,21907,22039,22038,22035,22038,22037,22035,22039,22036,22041,22034,21963,
1657587307.9058187,A
1657587307.9166815,21773,1364,1347,1368,21906,22143,22035,22036,22036,22035,22035,22042,22030,22029,22029,21967,
1657587307.9166815,A
1657587307.9227955,21775,1363,1348,1368,21904,22045,22034,22035,22117,22040,22032,22033,22033,22031,22030,21958,
1657587307.9227955,A
1657587307.933092,21781,1364,1348,1368,21907,22041,22039,22039,22037,22035,22031,22036,22041,22031,22030,21958,
1657587307.933092,A
1657587307.9389734,21769,1363,1347,1368,22393,22042,22039,22038,22037,22035,22035,22036,22036,22036,22029,21966,
1657587307.9389734,A
1657587307.949903,21775,1363,1347,1368,21909,22039,22040,22799,22041,22035,22035,22033,22038,22033,22032,21961,
1657587307.949903,A
1657587307.9558127,21776,1363,1348,1367,21908,22035,22035,22035,22033,22033,22033,22035,22042,22031,22029,21969,
1657587307.9558127,A
1657587307.966734,21777,1363,1346,1370,21911,22047,22036,22042,22038,22041,22033,22035,22039,22034,22037,21961,
1657587307.966734,A
1657587307.9727762,21773,1362,1348,1367,21907,22038,22123,22037,22035,22032,22033,22033,22035,22031,22029,21967,
1657587307.9727762,A
1657587307.9832351,21776,1363,1346,1370,21907,22038,22038,22042,22043,22229,22042,22032,22035,22036,22036,21968,
1657587307.9832351,A
1657587307.989172,21778,1364,1347,1367,21914,22044,22033,22034,22032,22039,22040,22041,22036,22037,22037,21964,
1657587307.989172,A
1657587307.9999692,21775,1362,1347,1366,21911,22535,22043,22035,22035,22031,22042,22042,22035,22033,22029,21968,
1657587307.9999692,A
1657587308.0058138,21781,1363,1348,1369,21906,22036,22034,22032,22662,22035,22033,22034,22035,22035,22033,21958,
1657587308.0058138,A
1657587308.0163789,21773,1363,1348,1367,21905,22035,22035,22035,22032,22033,22032,22033,22042,22033,22032,21964,
1657587308.0163789,A
1657587308.027644,21774,1364,1348,1370,22022,22039,22039,22033,22043,22039,22040,22042,22042,22040,22039,21970,
1657587308.027644,A
1657587308.0327544,21775,1364,1345,1367,21905,22036,22043,22116,22039,22038,22039,22037,22039,22037,22029,21967,
1657587308.0327544,A
1657587308.0442984,21777,1364,1348,1368,21913,22042,22043,22039,22039,22039,22216,22039,22037,22038,22035,21965,
1657587308.0442984,A
1657587308.0498805,21777,1362,1347,1369,21910,22041,22039,22042,22040,22039,22039,22042,22033,22032,22029,21958,
1657587308.0498805,A
1657587308.0604107,21778,1364,1347,1367,21903,22036,22457,22036,22035,22032,22034,22033,22039,22042,22039,21966,
1657587308.0604107,A
1657587308.066691,21783,1363,1347,1367,21908,22036,22034,22034,22035,22850,22042,22033,22041,22032,22029,21968,
1657587308.066691,A
1657587308.077278,21780,1363,1348,1367,21903,22035,22043,22035,22031,22040,22034,22035,22703,22035,22030,21960,
1657587308.077278,A
1657587308.0833144,21778,1364,1348,1368,21908,22061,22035,22038,22034,22032,22036,22034,22033,22033,22030,21957,
1657587308.0833144,A
1657587308.0943248,21781,1364,1348,1367,21906,22039,22035,22037,22122,22032,22032,22031,22039,22041,22036,21958,
1657587308.0943248,A
1657587308.1000128,21768,1364,1346,1370,21909,22042,22041,22042,22041,22041,22039,22116,22032,22040,22027,21958,
1657587308.1000128,A
1657587308.1109986,21782,1364,1347,1367,21905,22044,22045,22033,22042,22030,22041,22036,22040,22030,22039,21958,
1657587308.1109986,A
1657587308.1166654,21775,1363,1347,1368,21913,22042,22034,22199,22035,22033,22041,22031,22042,22042,22027,21966,
1657587308.1166654,A
1657587308.127643,21776,1364,1347,1369,21907,22038,22036,22038,22034,22032,22770,22033,22032,22032,22037,21959,
1657587308.127643,A
1657587308.1330035,21780,1364,1348,1370,21908,22039,22033,22034,22034,22032,22038,22041,22037,22871,22034,21966,
1657587308.1330035,A
1657587308.1443028,21773,1362,1348,1369,21911,22039,22032,22038,22040,22038,22038,22039,22035,22038,22035,21965,
1657587308.1443028,A
1657587308.1499395,21777,1362,1347,1367,21908,22041,22037,22042,22042,22589,22038,22038,22038,22035,22036,21968,
1657587308.1558342,A
1657587308.1606681,21780,1362,1348,1368,21907,22039,22035,22036,22035,22030,22035,22032,22035,22035,22035,21958,
1657587308.1606681,A
1657587308.1715944,21780,1364,1348,1367,21907,22045,22036,22042,22034,22034,22032,22033,22035,22032,22029,21960,
1657587308.1715944,A
1657587308.177579,21781,1364,1348,1368,21909,22036,22042,22032,22199,22033,22032,22032,22035,22042,22037,21965,
1657587308.177579,A
1657587308.1885748,21780,1362,1347,1368,21910,22039,22040,22041,22039,22039,22039,22798,22042,22042,22033,21962,
1657587308.1885748,A
1657587308.1945508,21781,1364,1346,1367,21913,22035,22043,22040,22034,22030,22031,22035,22035,22032,22729,21960,
1657587308.1945508,A
1657587308.205504,21778,1364,1347,1367,21912,22044,22032,22031,22042,22033,22039,22033,22033,22042,22035,21966,
1657587308.205504,A
1657587308.2105186,21779,1364,1348,1369,21915,22037,22037,22032,22042,22041,22126,22041,22038,22036,22029,21965,
1657587308.2114887,A
1657587308.2214606,21775,1363,1348,1369,21911,22042,22040,22042,22042,22037,22036,22039,22040,22071,22034,21967,
1657587308.2214606,A
1657587308.2274733,21776,1364,1347,1367,21912,22044,22044,22040,22037,22037,22037,22042,22041,22037,22037,21964,
1657587308.2274733,A
1657587308.238445,21817,1364,1347,1368,21910,22042,22037,22042,22041,22015,22037,22038,22035,22035,22035,21962,
1657587308.238445,A
1657587308.2444005,21772,1364,1347,1366,21906,22037,22042,22035,22038,22037,22035,22034,22725,22039,22029,21961,
1657587308.2444005,A
1657587308.2555356,21773,1362,1347,1367,21908,22038,22035,22033,22041,22038,22033,22034,22032,22032,22029,22650,
1657587308.2555356,A
1657587308.2607946,21781,1363,1348,1368,21908,22037,22037,22033,22035,22035,22037,22035,22037,22035,22031,21960,
1657587308.2607946,A
1657587308.2717483,21775,1363,1346,1368,21903,22034,22035,22033,22037,22029,22031,22369,22042,22032,22031,21958,
1657587308.2717483,A
1657587308.277322,21780,1364,1346,1368,21913,22038,22042,22042,22041,22039,22042,22038,22038,22037,22137,21963,
1657587308.277322,A
1657587308.288594,21779,1364,1347,1368,21906,22037,22033,22045,22034,22032,22039,22042,22042,22042,22037,21966,
1657587308.288594,A
1657587308.299547,21779,1363,1347,1368,21904,22036,22032,22032,22042,22038,22035,22039,22032,22042,22028,21966,
1657587308.299547,A
1657587308.3051445,21776,1364,1348,1368,21912,22045,22042,22041,22034,22039,22038,22038,22040,22525,22037,21967,
1657587308.3051445,A
1657587308.3161201,21778,1363,1347,1367,21914,22043,22039,22042,22032,22041,22033,22035,22035,22039,22035,21965,
1657587308.3161201,A
1657587308.3220277,22602,1364,1347,1368,21910,22035,22043,22040,22039,22035,22039,22038,22038,22038,22039,21967,
1657587308.3220277,A
1657587308.3332717,21776,1364,1346,1368,21908,22038,22036,22035,22041,22037,22037,22036,22068,22035,22033,21960,
1657587308.3332717,A
1657587308.3390508,21772,1363,1346,1367,21902,22039,22040,22039,22037,22032,22035,22037,22041,22038,22033,22006,
1657587308.3390508,A
1657587308.3498995,21773,1364,1348,1370,21908,22042,22039,22037,22042,22032,22035,22038,22039,22037,22028,21965,
1657587308.3498995,A
1657587308.3558502,21773,1364,1346,1367,21907,22037,22035,22034,22032,22032,22033,22039,22033,22034,22027,21966,
1657587308.3558502,A
1657587308.3665235,21771,1363,1347,1368,21905,22039,22038,22035,22036,22033,22032,22041,22032,22032,22524,21964,
1657587308.3665235,A
1657587308.3724167,21773,1364,1348,1368,21914,22045,22033,22034,22032,22030,22040,22033,22041,22032,22036,21964,
1657587308.3724167,A
1657587308.3830726,21777,1364,1346,1369,21908,22035,22037,22037,22039,22038,22039,22039,22040,22041,22029,21961,
1657587308.3830726,A
1657587308.3890984,21780,1364,1347,1369,21906,22045,22042,22033,22043,22030,22031,22043,22041,22026,22035,21962,
1657587308.3890984,A
1657587308.3999481,21772,1363,1347,1367,21910,22828,22042,22040,22036,22037,22039,22032,22034,22032,22034,21963,
1657587308.3999481,A
1657587308.405754,21865,1363,1347,1368,21903,22041,22040,22039,22039,22033,22039,22039,22038,22035,22031,21964,
1657587308.405754,A
1657587308.4160707,21779,1364,1345,1367,21906,22038,22042,22032,22032,22036,22039,22040,22039,22033,22029,21958,
1657587308.4160707,A
1657587308.4223855,21778,1364,1347,1369,22079,22043,22035,22041,22040,22038,22040,22042,22043,22041,22029,22431,
1657587308.427541,A
1657587308.4333508,21779,1362,1346,1369,21906,22045,22044,22038,22032,22029,22032,22035,22033,22040,22030,21957,
1657587308.4333508,A
1657587308.4441783,21771,1364,1346,1367,21904,22035,22035,22038,22032,22031,22034,22038,22032,22030,22035,21957,
1657587308.4441783,A
1657587308.4499018,21778,1364,1347,1369,21910,22042,22042,22032,22041,22037,22040,22039,22040,22039,22033,21966,
1657587308.4499018,A
1657587308.460929,21776,1364,1348,1368,21912,22043,22877,22045,22032,22040,22039,22040,22036,22039,22029,21963,
1657587308.460929,A
1657587308.466398,21778,1364,1347,1370,21913,22039,22042,22040,22039,22040,22041,22039,22042,22032,22031,21963,
1657587308.466398,A
1657587308.4775689,21779,1363,1347,1368,21905,22041,22038,22035,22037,22033,22035,22042,22034,22039,22029,21958,
1657587308.4775689,A
1657587308.483256,21772,1363,1346,1368,21907,22103,22035,22042,22032,22041,22041,22040,22039,22041,22036,21958,
1657587308.483256,A
1657587308.494271,22145,1363,1348,1369,21907,22039,22045,22035,22035,22033,22036,22033,22044,22042,22026,21957,
1657587308.494271,A
1657587308.4998784,21769,1363,1348,1371,21903,22042,22042,22040,22042,22032,22032,22033,22037,22030,22037,21961,
1657587308.4998784,A
1657587308.510933,21780,1363,1348,1368,22696,22039,22037,22034,22035,22029,22032,22032,22032,22032,22031,21951,
1657587308.510933,A
1657587308.5166876,21779,1362,1348,1368,21906,22036,22041,22748,22035,22039,22038,22040,22036,22030,22029,21958,
1657587308.5166876,A
1657587308.527607,21780,1362,1348,1369,21907,22035,22037,22033,22036,22032,22034,22035,22036,22032,22039,21958,
1657587308.527607,A
1657587308.5333152,21779,1364,1347,1368,21907,22039,22033,22038,22036,22034,22032,22034,22036,22035,22036,21961,
1657587308.5333152,A
1657587308.5442915,21781,1364,1347,1367,21904,22043,22035,22040,22032,22041,22041,22035,22036,22033,22033,21963,
1657587308.5442915,A
1657587308.5497255,21772,1364,1347,1368,21907,22042,22036,22042,22035,22038,22031,22035,22032,22030,22030,21966,
1657587308.5497255,A
1657587308.5607493,21772,1363,1348,1368,21907,22039,22037,22039,22037,22033,22035,22037,22033,22037,22030,21960,
1657587308.5607493,A
1657587308.5724864,21781,1362,1347,1368,21913,22802,22037,22035,22037,22041,22032,22039,22041,22036,22031,21959,
1657587308.5724864,A
1657587308.5775044,21772,1362,1346,1367,21906,22038,22043,22032,22724,22041,22039,22042,22032,22042,22036,21966,
1657587308.5775044,A
1657587308.5890133,21774,1363,1347,1368,21912,22037,22033,22035,22032,22032,22036,22035,22035,22041,22039,21961,
1657587308.5890133,A
1657587308.5940444,21781,1364,1346,1368,22529,22045,22043,22037,22041,22039,22030,22032,22040,22039,22029,21968,
1657587308.5940444,A
1657587308.6058168,21778,1362,1348,1368,21915,22037,22035,22097,22044,22041,22035,22035,22036,22036,22030,21960,
1657587308.6058168,A
1657587308.6109982,21772,1361,1348,1367,21905,22039,22034,22032,22035,22032,22042,22039,22034,22033,22029,21958,
1657587308.6109982,A
1657587308.6223288,21771,1361,1347,1369,21904,22044,22042,22040,22041,22039,22033,22032,22039,22038,22036,21966,
1657587308.6223288,A
1657587308.627158,21778,1361,1348,1368,21913,22048,22729,22042,22041,22030,22033,22032,22034,22032,22036,21961,
1657587308.627158,A
1657587308.6390295,21781,1364,1348,1367,21907,22039,22042,22032,22033,22724,22039,22039,22032,22032,22026,21960,
1657587308.6390295,A
1657587308.6442237,21772,1363,1346,1367,21903,22038,22036,22042,22042,22038,22041,22030,22042,22042,22030,21967,
1657587308.6442237,A
1657587308.655704,21782,1362,1347,1368,21906,22206,22043,22033,22032,22032,22039,22037,22041,22039,22032,21959,
1657587308.655704,A
1657587308.6609187,21781,1364,1348,1369,21903,22040,22043,22041,22118,22036,22039,22032,22040,22040,22037,21961,
1657587308.6609187,A
1657587308.671779,21778,1362,1347,1369,21913,22035,22044,22032,22042,22041,22040,22217,22042,22039,22038,21967,
1657587308.671779,A
1657587308.6775236,21777,1363,1347,1367,21910,22036,22034,22040,22041,22038,22041,22039,22038,22040,22036,21968,
1657587308.6775236,A
1657587308.688712,21778,1364,1348,1368,21910,22044,22035,22528,22044,22033,22032,22037,22039,22037,22032,21962,
1657587308.688712,A
1657587308.6942706,21770,1363,1347,1368,21906,22042,22033,22034,22034,22034,22822,22038,22037,22034,22034,21959,
1657587308.6999142,A
1657587308.7056756,21772,1363,1347,1367,21907,22042,22034,22035,22034,22030,22038,22041,22039,22039,22039,21967,
1657587308.7056756,A
1657587308.716665,21782,1363,1346,1368,21906,22037,22119,22042,22035,22030,22032,22032,22032,22029,22036,21965,
1657587308.716665,A
1657587308.7224941,21778,1362,1347,1368,21915,22041,22032,22041,22039,22129,22030,22041,22039,22032,22038,21963,
1657587308.7224941,A
1657587308.733054,21778,1362,1348,1368,21907,22037,22033,22031,22041,22038,22039,22031,22193,22040,22033,21966,
1657587308.733054,A
1657587308.7390108,21772,1362,1348,1370,21902,22038,22034,22034,22035,22033,22033,22032,22033,22033,22026,21967,
1657587308.7390108,A
1657587308.7495327,21778,1364,1348,1368,21906,22039,22036,22034,22235,22034,22032,22039,22035,22032,22032,21960,
1657587308.7495327,A
1657587308.7559083,21781,1363,1349,1369,21910,22043,22040,22035,22038,22036,22034,22779,22041,22037,22033,21964,
1657587308.7559083,A
1657587308.7658796,21773,1364,1347,1368,21914,22041,22042,22040,22036,22035,22037,22037,22034,22033,22039,21965,
1657587308.7658796,A
1657587308.7718635,21775,1363,1347,1367,21909,22040,22041,22166,22034,22035,22035,22033,22035,22035,22029,21958,
1657587308.7718635,A
1657587308.7828403,21778,1363,1347,1368,21903,22036,22034,22033,22034,22039,22123,22042,22032,22036,22035,21968,
1657587308.7828403,A
1657587308.788818,21776,1363,1348,1368,21907,22038,22035,22041,22033,22033,22032,22035,22034,22155,22030,21961,
1657587308.788818,A
1657587308.7997894,21771,1364,1347,1368,21914,22035,22038,22040,22042,22035,22035,22037,22038,22039,22036,21965,
1657587308.7997894,A
1657587308.8057725,21778,1363,1347,1369,21903,22037,22041,22037,22037,22450,22040,22041,22034,22042,22032,21958,
1657587308.8057725,A
1657587308.8157458,21781,1363,1347,1368,21907,22039,22034,22034,22032,22036,22032,22031,22700,22035,22028,21958,
1657587308.8157458,A
1657587308.8217294,21781,1364,1348,1368,21910,22037,22042,22034,22035,22032,22031,22033,22036,22034,22027,22804,
1657587308.8217294,A
1657587308.8327036,21780,1361,1347,1368,21907,22038,22033,22034,22037,22034,22035,22038,22034,22036,22037,21961,
1657587308.8327036,A
1657587308.8436742,21775,1364,1348,1368,21908,22041,22040,22035,22038,22034,22039,22312,22041,22038,22034,21964,
